"","SpecCode","predator.name","gbif.taxon.id","dietary.niche.width","Cnidaria.other","Anthozoa","Annelida.other","Polychaeta","Clitellata","Mollusca.other","Polyplacophora","Bivalvia","Gastropoda","Cephalopoda","Brachiopoda.other","Arthropoda.other","Ostracoda","Maxillopoda","Malacostraca","Insecta","Echinodermata.other","Ophiuroidea","Echinoidea","Holothuroidea","Chordata.other","Actinopterygii","Chondrichthyes","Amphibia","Reptilia","Aves","Mammalia","Plantae.other","Animalia.other","Marine","Freshwater","DietTroph","DietSeTroph","FoodTroph","FoodSeTroph","gbif.taxon.occ.count","OCClog","DNW","DNWcorr","biome"
"2:1037",13122,"Brustiarius solidus",2345336,5,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0,1,1,"0",-1,"null","null","2.95","0.36",60,4.0943445622221,0.277777777777778,0.161840580660784,"Fresh"
"2:1038",13123,"Acestrorhynchus falcirostris",2355577,3,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0,0,0,"0",-1,"null","null","3.85","0.63",577,6.3578422665081,0.166666666666667,0.00633793818629655,"Fresh"
"2:1039",13127,"Neoarius utarus",2345457,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3","0.47",27,3.29583686600433,0.111111111111111,0.00375978735116012,"Fresh"
"2:1040",13128,"Brustiarius nox",2345334,4,NA,NA,0,0,NA,1,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","2.88","0.36",36,3.58351893845611,0.222222222222222,0.111385779230284,"Fresh"
"2:1041",13164,"Hypselobarbus dubius",2366530,3,NA,NA,0,0,NA,1,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2.71","0.3",3,1.09861228866811,0.166666666666667,0.085819755654152,"Fresh"
"2:1042",13166,"Hypselobarbus micropogon",2366520,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2","0",16,2.77258872223978,0.0555555555555556,-0.0450762927547376,"Fresh"
"2:1043",13184,"Neolissochilus stracheyi",2362798,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2","0",45,3.80666248977032,0.0555555555555556,-0.0577253165358084,"Fresh"
"2:1044",13193,"Puntius dorsalis",2364061,6,NA,NA,0,0,NA,0,NA,0,0,NA,NA,1,1,0,0,1,NA,NA,NA,NA,0,1,NA,0,1,0,0,1,0,"0",-1,"2.77","0.097","2.5","0.25",65,4.17438726989564,0.333333333333333,0.216771699570055,"Fresh"
"2:1045",13195,"Hypselobarbus jerdoni",2366513,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2","0",5,1.6094379124341,0.0555555555555556,-0.0309283935319841,"Fresh"
"2:1046",13213,"Thynnichthys sandkhol",5207538,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","2.97","0.33",13,2.56494935746154,0.111111111111111,0.0131365022970951,"Fresh"
"2:1047",13216,"Tor khudree",2364516,3,NA,NA,0,0,NA,1,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","3.13","0.43",39,3.66356164612965,0.166666666666667,0.0549211224322085,"Fresh"
"2:1048",13233,"Raiamas guttatus",2363216,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.89","0.63",148,4.99721227376411,0.0555555555555556,-0.0659757501149958,"Fresh"
"2:1049",13244,"Schizothorax progastus",2363704,4,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0,1,1,"0",-1,"null","null","2.92","0.33",61,4.11087386417331,0.222222222222222,0.106151884799001,"Fresh"
"2:1050",13248,"Triportheus rotundatus",2353254,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2.39","0.21",250,5.52146091786225,0.111111111111111,-0.0181770196276287,"Fresh"
"2:1051",13254,"Laemolyta taeniata",2355440,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2.21","0.13",315,5.75257263882563,0.111111111111111,-0.0246597501032133,"Fresh"
"2:1052",13262,"Leiarius marmoratus",2338858,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0,0,0,"0",-1,"null","null","4.5","0.8",64,4.15888308335967,0.0555555555555556,-0.0608891085850972,"Fresh"
"2:1053",13270,"Cichla monoculus",5208154,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0,0,0,"0",-1,"null","null","3.9","0.66",393,5.97380961186926,0.0555555555555556,-0.0882377708709953,"Fresh"
"2:1054",13280,"Trachelyopterus galeatus",2344685,3,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","3.14","0.4",858,6.75460409948796,0.166666666666667,-0.00997964714048619,"Fresh"
"2:1055",13296,"Horabagrus brachysoma",2338327,7,NA,NA,0,0,NA,1,NA,0,0,NA,NA,1,0,0,0,1,NA,NA,NA,NA,0,1,NA,1,0,1,0,1,0,"0",-1,"3.09","null","3.3","0.49",30,3.40119738166216,0.388888888888889,0.280229054626454,"Fresh"
"2:1056",13298,"Mystus keletius",5201856,7,NA,NA,0,0,NA,1,NA,0,1,NA,NA,1,0,0,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0,1,1,"0",-1,"3.4","0.225","2.67","0.33",13,2.56494935746154,0.388888888888889,0.290914280074873,"Fresh"
"2:1057",13307,"Hemibagrus microphthalmus",2338231,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0,0,0,"0",-1,"null","null","3.87","0.67",13,2.56494935746154,0.0555555555555556,-0.0424190532584605,"Fresh"
"2:1058",13309,"Mystus montanus",5201926,7,NA,NA,0,0,NA,0,NA,0,0,NA,NA,1,1,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0,1,0,"0",-1,"null","null","3.19","0.34",10,2.30258509299405,0.388888888888889,0.29420157663545,"Fresh"
"2:1059",13347,"Eutropiichthys vacha",2341568,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.88","0.63",57,4.04305126783455,0.0555555555555556,-0.0599545874737517,"Fresh"
"2:1060",13350,"Proeutropiichthys taakree",4286834,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.2","0.4",16,2.77258872223978,0.0555555555555556,-0.0450762927547376,"Fresh"
"2:1061",13367,"Glyptosternon reticulatum",2341221,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.2","0.4",40,3.68887945411394,0.0555555555555556,-0.056470484544231,"Fresh"
"2:1062",13385,"Glyptothorax trilineatus",2341413,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","null","null",37,3.61091791264422,0.0555555555555556,-0.0555957237826053,"Fresh"
"2:1063",13394,"Clarias brachysoma",5202670,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,1,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3.63","0.6",7,1.94591014905531,0.111111111111111,0.0207336402138489,"Fresh"
"2:1064",13396,"Clarias dussumieri",5202705,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.72","0.59",5,1.6094379124341,0.0555555555555556,-0.0309283935319841,"Fresh"
"2:1065",13480,"Ariopsis seemanni",5202960,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3.57","0.55",307,5.7268477475872,0.111111111111111,-0.0238368590497337,"Fresh"
"2:1066",13626,"Esomus thermoicos",2364598,3,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","2.26","0.14",28,3.3322045101752,0.166666666666667,0.0588603735125598,"Fresh"
"2:1067",13631,"Labeo dussumieri",5206151,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"2","0","2","0",18,2.89037175789616,0.0555555555555556,-0.0465967140637986,"Fresh"
"2:1068",13639,"Lepidocephalichthys thermalis",2368138,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"2.89","0.35","2","0",77,4.34380542185368,0.111111111111111,-0.00660938786672924,"Fresh"
"2:1069",13800,"Bodianus scrofa",5209705,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3.5","0.37",57,4.04305126783455,0.0555555555555556,-0.0599545874737517,"Fresh"
"2:1070",14112,"Pangasius bocourti",5202457,4,NA,NA,0,0,NA,1,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0,1,0,"0",-1,"null","null","3.18","0.47",31,3.43398720448515,0.222222222222222,0.113161762679011,"Fresh"
"2:1071",14126,"Pangasius conchophilus",5202481,3,NA,NA,0,0,NA,1,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2.730000019","0.3436",39,3.66356164612965,0.166666666666667,0.0549211224322085,"Fresh"
"2:1072",14145,"Pangasius djambal",5202453,3,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","2.75999999","0.2656",8,2.07944154167984,0.166666666666667,0.0746981404598961,"Fresh"
"2:1073",14154,"Pangasianodon hypophthalmus",2340714,3,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0,1,0,"0",-1,"null","null","3.12","0.46",134,4.89783979995091,0.166666666666667,0.0458577930446025,"Fresh"
"2:1074",14181,"Pangasius krempfi",5202442,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2","0",13,2.56494935746154,0.0555555555555556,-0.0424190532584605,"Fresh"
"2:1075",14194,"Pangasius macronema",5202451,2,NA,NA,0,0,NA,1,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.2","0.4",68,4.21950770517611,0.111111111111111,-0.00578018805076094,"Fresh"
"2:1076",14211,"Pseudolais pleurotaenia",2340697,3,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","2.42","0.26",40,3.68887945411394,0.166666666666667,0.0546406265668801,"Fresh"
"2:1077",14226,"Helicophagus waandersii",2340694,3,NA,NA,0,0,NA,1,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","3.150000095","0.4374",36,3.58351893845611,0.166666666666667,0.0558302236747286,"Fresh"
"2:1078",14249,"Padogobius bonelli",2375447,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3.5","0.37",2383,7.77611547709874,0.0555555555555556,-0.142388136994038,"Fresh"
"2:1079",14287,"Paragalaxias dissimilis",2410474,3,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0,1,0,"0",-1,"null","null","3.2","0.4",65,4.17438726989564,0.166666666666667,0.0501050329033884,"Fresh"
"2:1080",14289,"Paragalaxias julianus",2410473,3,NA,NA,0,0,NA,1,NA,0,0,NA,NA,0,0,0,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.28","0.43",28,3.3322045101752,0.166666666666667,0.0588603735125598,"Fresh"
"2:1081",14473,"Cyprinus pellegrini",2367187,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","2.68","0.3",1,0,0.111111111111111,0.0417422053339243,"Fresh"
"2:1082",14488,"Pterocryptis cochinchinensis",2337794,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.75","0.59",66,4.18965474202643,0.0555555555555556,-0.0611194085576682,"Fresh"
"2:1083",14495,"Cyclocheilichthys enoplos",2364438,4,NA,NA,0,0,NA,1,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","3.15","0.43",79,4.36944785246702,0.222222222222222,0.104343990776214,"Fresh"
"2:1084",14506,"Datnioides microlepis",5210838,3,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","3.559999943","0.5482",60,4.0943445622221,0.166666666666667,0.0507294695496731,"Fresh"
"2:1085",14512,"Puntioplites bulu",2366502,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2.37","0.2",78,4.35670882668959,0.111111111111111,-0.00668928659450217,"Fresh"
"2:1086",14863,"Glossamia aprion",2397575,5,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,1,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0,1,0,"0",-1,"null","null","3.45","0.5",870,6.76849321164863,0.277777777777778,0.100634398816146,"Fresh"
"2:1087",14925,"Amniataba percoides",2374606,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2.79","0.33",753,6.62406522779989,0.111111111111111,-0.0605652981201518,"Fresh"
"2:1088",15389,"Dasyatis laosensis",2419494,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3.5","0.37",5,1.6094379124341,0.0555555555555556,-0.0309283935319841,"Fresh"
"2:1089",15775,"Salmophasia bacaila",2362581,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.2","0.4",101,4.61512051684126,0.0555555555555556,-0.0636722837004673,"Fresh"
"2:1090",15872,"Gymnogobius urotaenia",2376327,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.2","0.4",3027,8.01532730902172,0.0555555555555556,-0.145814261250883,"Fresh"
"2:1091",15901,"Cryptoheros sajica",2370316,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2.279999971","0.17",58,4.06044301054642,0.111111111111111,-0.00454618120005777,"Fresh"
"2:1092",16107,"Hemibagrus wyckii",2338255,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.76","0.61",55,4.00733318523247,0.0555555555555556,-0.059644872609179,"Fresh"
"2:1093",16116,"Mystacoleucus marginatus",2363142,3,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","2.960000038","0.3416",222,5.40267738187228,0.166666666666667,0.0399091171350856,"Fresh"
"2:1094",16124,"Osteochilus melanopleurus",2364311,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2.32","0.18",84,4.43081679884331,0.111111111111111,-0.00712847780221085,"Fresh"
"2:1095",16131,"Osteochilus schlegelii",2364333,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2","0",14,2.63905732961526,0.0555555555555556,-0.043362870667717,"Fresh"
"2:1096",16134,"Pao leiurus",8365527,3,NA,NA,0,0,NA,1,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","2.960000038","0.3537",154,5.03695260241363,0.166666666666667,0.0448026968399094,"Fresh"
"2:1097",16136,"Ceratoglanis scleronema",2337581,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.58","0.58",10,2.30258509299405,0.111111111111111,0.0164237988576724,"Fresh"
"2:1098",16137,"Channa lucius",2391505,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.91","0.68",224,5.41164605185504,0.0555555555555556,-0.071374700884207,"Fresh"
"2:1099",16144,"Mystus albolineatus",5201849,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3.65","0.55",24,3.17805383034795,0.111111111111111,0.00525195474204826,"Fresh"
"2:1100",16151,"Mystus bocourti",5201906,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3.5","0.4427",32,3.46573590279973,0.0555555555555556,-0.0538893310998832,"Fresh"
"2:1101",16161,"Bagrichthys macracanthus",2338046,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","2.950000048","0.3354",35,3.55534806148941,0.0555555555555556,-0.0549534788030498,"Fresh"
"2:1102",16165,"Mystus rhegma",5201848,3,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","3.45","0.56",31,3.43398720448515,0.166666666666667,0.0576062071234555,"Fresh"
"2:1103",16169,"Paralaubuca barroni",2362375,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3.299999952","0.4258",9,2.19722457733622,0.111111111111111,0.0177168053352761,"Fresh"
"2:1104",16172,"Mystus singaringan",5201864,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3.77","0.59",108,4.68213122712422,0.111111111111111,-0.00846261338962566,"Fresh"
"2:1105",16173,"Paralaubuca riveroi",2362384,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3.29","0.42",7,1.94591014905531,0.111111111111111,0.0207336402138489,"Fresh"
"2:1106",16176,"Esomus metallicus",2364604,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3.03","0.45",238,5.47227067367148,0.111111111111111,-0.0170644475830039,"Fresh"
"2:1107",16178,"Hampala dispar",2367439,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.7","0.61",130,4.86753445045558,0.0555555555555556,-0.0650582409984143,"Fresh"
"2:1108",16203,"Puntioplites proctozystron",2366497,3,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","2.7","0.28",112,4.71849887129509,0.166666666666667,0.0469023584078863,"Fresh"
"2:1109",16209,"Thynnichthys thynnoides",5207541,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","2.31","0.18",91,4.51085950651685,0.111111111111111,-0.0075711175274603,"Fresh"
"2:1110",16212,"Bangana behri",2361256,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2","0",10,2.30258509299405,0.0555555555555556,-0.0391317566978832,"Fresh"
"2:1111",16215,"Mekongina erythrospila",2367766,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2","0",30,3.40119738166216,0.0555555555555556,-0.0531042787068797,"Fresh"
"2:1112",16223,"Pangio anguillaris",2368013,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3.5","0.37",43,3.76120011569356,0.0555555555555556,-0.0572511962771893,"Fresh"
"2:1113",17165,"Cynoglossus feldmanni",2409587,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,"0",-1,"null","null","3.5","0.37",12,2.484906649788,0.0555555555555556,-0.0414066443415184,"Fresh"
"2:1114",17232,"Formosania lacustre",5733763,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2","0",124,4.82028156560504,0.0555555555555556,-0.0647720860503528,"Fresh"
"2:1115",17361,"Albulichthys albuloides",2359312,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","2.79","0.26",18,2.89037175789616,0.111111111111111,0.00895884149175696,"Fresh"
"2:1116",17367,"Barbodes strigatus",2365896,4,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,1,0,0,1,1,"0",-1,"2.41","null","null","null",1,0,0.222222222222222,0.152853316445035,"Fresh"
"2:1117",17372,"Malayochela maassi",2364386,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","null","null",19,2.94443897916644,0.0555555555555556,-0.0472958110507013,"Fresh"
"2:1118",17376,"Crossocheilus cobitis",2361928,3,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,1,"0",-1,"null","null","2.380000114","0.2035",31,3.43398720448515,0.166666666666667,0.0576062071234555,"Fresh"
"2:1119",17397,"Labeo erythropterus",5206016,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2","0",6,1.79175946922805,0.0555555555555556,-0.0330181666652713,"Fresh"
"2:1120",17424,"Luciosoma trinema",2360860,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0,0,0,"0",-1,"null","null","null","null",20,2.99573227355399,0.111111111111111,0.00759670134309748,"Fresh"
"2:1121",17427,"Neobarynotus microlepis",2361158,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","3.4","0.5",5,1.6094379124341,0.111111111111111,0.0246271620235714,"Fresh"
"2:1122",17435,"Osteochilus enneaporos",2364346,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2","0",99,4.59511985013459,0.0555555555555556,-0.0635690957058255,"Fresh"
"2:1123",17441,"Osteochilus microcephalus",2364380,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2","0",124,4.82028156560504,0.0555555555555556,-0.0647720860503528,"Fresh"
"2:1124",17448,"Osteochilus waandersii",2364337,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2","0",122,4.80402104473326,0.0555555555555556,-0.0646779048947743,"Fresh"
"2:1125",17449,"Oxygaster anomalura",2362101,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","3.2","0.4",90,4.49980967033027,0.0555555555555556,-0.0630671610521971,"Fresh"
"2:1126",17450,"Parachela hypophthalmus",5206710,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,"0",-1,"null","null","null","null",30,3.40119738166216,0.0555555555555556,-0.0531042787068797,"Fresh"
"2:1127",17460,"Puntioplites waandersi",2366490,2,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,"0",-1,"null","null","2.36","0.2",23,3.13549421592915,0.111111111111111,0.00579652811244633,"Fresh"
